series,month,value
Belgium & Luxembourg,2020-06,3
Belgium & Luxembourg,2020-07,19
Belgium & Luxembourg,2020-08,15
Belgium & Luxembourg,2020-09,12
Belgium & Luxembourg,2020-10,16
Belgium & Luxembourg,2020-11,10
Belgium & Luxembourg,2020-12,14
Belgium & Luxembourg,2021-01,24
Belgium & Luxembourg,2021-02,22
Belgium & Luxembourg,2021-03,14
Belgium & Luxembourg,2021-04,26
Belgium & Luxembourg,2021-05,26
Belgium & Luxembourg,2021-06,6
Belgium & Luxembourg,2021-07,23
Belgium & Luxembourg,2021-08,40
Belgium & Luxembourg,2021-09,33
Belgium & Luxembourg,2021-10,22
Belgium & Luxembourg,2021-11,51
Belgium & Luxembourg,2021-12,68
Belgium & Luxembourg,2022-01,61
Belgium & Luxembourg,2022-02,70
Belgium & Luxembourg,2022-03,214
Belgium & Luxembourg,2022-04,564
Belgium & Luxembourg,2022-05,765
Belgium & Luxembourg,2022-06,885
Belgium & Luxembourg,2022-07,2206
Belgium & Luxembourg,2022-08,2256
Belgium & Luxembourg,2022-09,2190
Belgium & Luxembourg,2022-10,1730
Belgium & Luxembourg,2022-11,1965
Belgium & Luxembourg,2022-12,1458
Belgium & Luxembourg,2023-01,1707
Belgium & Luxembourg,2023-02,2079
Belgium & Luxembourg,2023-03,2215
Belgium & Luxembourg,2023-04,2144
Belgium & Luxembourg,2023-05,2066
Belgium & Luxembourg,2023-06,1646
Belgium & Luxembourg,2023-07,3995
Belgium & Luxembourg,2023-08,3466
Belgium & Luxembourg,2023-09,2850
Belgium & Luxembourg,2023-10,2371
Belgium & Luxembourg,2023-11,2469
Belgium & Luxembourg,2023-12,1912
Belgium & Luxembourg,2024-01,2302
Belgium & Luxembourg,2024-02,2444
Belgium & Luxembourg,2024-03,2741
Belgium & Luxembourg,2024-04,2969
Belgium & Luxembourg,2024-05,2631
Belgium & Luxembourg,2024-06,2252
Belgium & Luxembourg,2024-07,5327
Belgium & Luxembourg,2024-08,4458
Belgium & Luxembourg,2024-09,3334
Belgium & Luxembourg,2024-10,2865
Belgium & Luxembourg,2024-11,2906
Belgium & Luxembourg,2024-12,2533
Belgium & Luxembourg,2025-01,2634
Belgium & Luxembourg,2025-02,2871
Belgium & Luxembourg,2025-03,2813
Belgium & Luxembourg,2025-04,3139
Belgium & Luxembourg,2025-05,2470
Belgium & Luxembourg,2025-06,2238
Belgium & Luxembourg,2025-07,5708
Belgium & Luxembourg,2025-08,4703
Belgium & Luxembourg,2025-09,3008
Belgium & Luxembourg,2025-10,3033
Belgium & Luxembourg,2025-11,2965
Belgium & Luxembourg,2025-12,2570
Belgium & Luxembourg,2026-01,2686
Brunei Darussalam,2008-01,4126
Brunei Darussalam,2008-02,3338
Brunei Darussalam,2008-03,5406
Brunei Darussalam,2008-04,3409
Brunei Darussalam,2008-05,3927
Brunei Darussalam,2008-06,5959
Brunei Darussalam,2008-07,4505
Brunei Darussalam,2008-08,4627
Brunei Darussalam,2008-09,3569
Brunei Darussalam,2008-10,3340
Brunei Darussalam,2008-11,3989
Brunei Darussalam,2008-12,8090
Brunei Darussalam,2009-01,4080
Brunei Darussalam,2009-02,3421
Brunei Darussalam,2009-03,5390
Brunei Darussalam,2009-04,3759
Brunei Darussalam,2009-05,3935
Brunei Darussalam,2009-06,5618
Brunei Darussalam,2009-07,3598
Brunei Darussalam,2009-08,3520
Brunei Darussalam,2009-09,4257
Brunei Darussalam,2009-10,3988
Brunei Darussalam,2009-11,5260
Brunei Darussalam,2009-12,9705
Brunei Darussalam,2010-01,5245
Brunei Darussalam,2010-02,4139
Brunei Darussalam,2010-03,5692
Brunei Darussalam,2010-04,3943
Brunei Darussalam,2010-05,4796
Brunei Darussalam,2010-06,5953
Brunei Darussalam,2010-07,5578
Brunei Darussalam,2010-08,4244
Brunei Darussalam,2010-09,4628
Brunei Darussalam,2010-10,3750
Brunei Darussalam,2010-11,4673
Brunei Darussalam,2010-12,9516
Brunei Darussalam,2011-01,4547
Brunei Darussalam,2011-02,3890
Brunei Darussalam,2011-03,5795
Brunei Darussalam,2011-04,3747
Brunei Darussalam,2011-05,4007
Brunei Darussalam,2011-06,6510
Brunei Darussalam,2011-07,5522
Brunei Darussalam,2011-08,4556
Brunei Darussalam,2011-09,3910
Brunei Darussalam,2011-10,4238
Brunei Darussalam,2011-11,5139
Brunei Darussalam,2011-12,10382
Brunei Darussalam,2012-01,4862
Brunei Darussalam,2012-02,4782
Brunei Darussalam,2012-03,6942
Brunei Darussalam,2012-04,4472
Brunei Darussalam,2012-05,4649
Brunei Darussalam,2012-06,6980
Brunei Darussalam,2012-07,5485
Brunei Darussalam,2012-08,5860
Brunei Darussalam,2012-09,4106
Brunei Darussalam,2012-10,5070
Brunei Darussalam,2012-11,6194
Brunei Darussalam,2012-12,12353
Brunei Darussalam,2013-01,5773
Brunei Darussalam,2013-02,4427
Brunei Darussalam,2013-03,8290
Brunei Darussalam,2013-04,4486
Brunei Darussalam,2013-05,5574
Brunei Darussalam,2013-06,7837
Brunei Darussalam,2013-07,5922
Brunei Darussalam,2013-08,6109
Brunei Darussalam,2013-09,4824
Brunei Darussalam,2013-10,5879
Brunei Darussalam,2013-11,7346
Brunei Darussalam,2013-12,13399
Brunei Darussalam,2014-01,6418
Brunei Darussalam,2014-02,5076
Brunei Darussalam,2014-03,7545
Brunei Darussalam,2014-04,4741
Brunei Darussalam,2014-05,6254
Brunei Darussalam,2014-06,7393
Brunei Darussalam,2014-07,6305
Brunei Darussalam,2014-08,5079
Brunei Darussalam,2014-09,5601
Brunei Darussalam,2014-10,5440
Brunei Darussalam,2014-11,5806
Brunei Darussalam,2014-12,11998
Brunei Darussalam,2015-01,5521
Brunei Darussalam,2015-02,4759
Brunei Darussalam,2015-03,6989
Brunei Darussalam,2015-04,4977
Brunei Darussalam,2015-05,5378
Brunei Darussalam,2015-06,4992
Brunei Darussalam,2015-07,7237
Brunei Darussalam,2015-08,4585
Brunei Darussalam,2015-09,5761
Brunei Darussalam,2015-10,4825
Brunei Darussalam,2015-11,6191
Brunei Darussalam,2015-12,12379
Brunei Darussalam,2016-01,5596
Brunei Darussalam,2016-02,4768
Brunei Darussalam,2016-03,7100
Brunei Darussalam,2016-04,5466
Brunei Darussalam,2016-05,5768
Brunei Darussalam,2016-06,5061
Brunei Darussalam,2016-07,6409
Brunei Darussalam,2016-08,4665
Brunei Darussalam,2016-09,5551
Brunei Darussalam,2016-10,4022
Brunei Darussalam,2016-11,5256
Brunei Darussalam,2016-12,10229
Brunei Darussalam,2017-01,5297
Brunei Darussalam,2017-02,4379
Brunei Darussalam,2017-03,7835
Brunei Darussalam,2017-04,4662
Brunei Darussalam,2017-05,4645
Brunei Darussalam,2017-06,5758
Brunei Darussalam,2017-07,5625
Brunei Darussalam,2017-08,4610
Brunei Darussalam,2017-09,5387
Brunei Darussalam,2017-10,4202
Brunei Darussalam,2017-11,5258
Brunei Darussalam,2017-12,10761
Brunei Darussalam,2018-01,6076
Brunei Darussalam,2018-02,5105
Brunei Darussalam,2018-03,8171
Brunei Darussalam,2018-04,5766
Brunei Darussalam,2018-05,5250
Brunei Darussalam,2018-06,5897
Brunei Darussalam,2018-07,5769
Brunei Darussalam,2018-08,5168
Brunei Darussalam,2018-09,6133
Brunei Darussalam,2018-10,5017
Brunei Darussalam,2018-11,6118
Brunei Darussalam,2018-12,10490
Brunei Darussalam,2019-01,5953
Brunei Darussalam,2019-02,4105
Brunei Darussalam,2019-03,7996
Brunei Darussalam,2019-04,5159
Brunei Darussalam,2019-05,5370
Brunei Darussalam,2019-06,5276
Brunei Darussalam,2019-07,5882
Brunei Darussalam,2019-08,5156
Brunei Darussalam,2019-09,6356
Brunei Darussalam,2019-10,4687
Brunei Darussalam,2019-11,6366
Brunei Darussalam,2019-12,10298
Brunei Darussalam,2020-01,5364
Brunei Darussalam,2020-02,1764
Brunei Darussalam,2020-03,514
Brunei Darussalam,2020-04,3
Brunei Darussalam,2020-05,0
Brunei Darussalam,2020-06,1
Brunei Darussalam,2020-07,14
Brunei Darussalam,2020-08,8
Brunei Darussalam,2020-09,91
Brunei Darussalam,2020-10,120
Brunei Darussalam,2020-11,104
Brunei Darussalam,2020-12,170
Brunei Darussalam,2021-01,108
Brunei Darussalam,2021-02,84
Brunei Darussalam,2021-03,119
Brunei Darussalam,2021-04,80
Brunei Darussalam,2021-05,48
Brunei Darussalam,2021-06,64
Brunei Darussalam,2021-07,104
Brunei Darussalam,2021-08,81
Brunei Darussalam,2021-09,70
Brunei Darussalam,2021-10,121
Brunei Darussalam,2021-11,138
Brunei Darussalam,2021-12,231
Brunei Darussalam,2022-01,113
Brunei Darussalam,2022-02,163
Brunei Darussalam,2022-03,280
Brunei Darussalam,2022-04,807
Brunei Darussalam,2022-05,2271
Brunei Darussalam,2022-06,2202
Brunei Darussalam,2022-07,3239
Brunei Darussalam,2022-08,3426
Brunei Darussalam,2022-09,3809
Brunei Darussalam,2022-10,3733
Brunei Darussalam,2022-11,4273
Brunei Darussalam,2022-12,7324
Brunei Darussalam,2023-01,3653
Brunei Darussalam,2023-02,4739
Brunei Darussalam,2023-03,4460
Brunei Darussalam,2023-04,5850
Brunei Darussalam,2023-05,4570
Brunei Darussalam,2023-06,4121
Brunei Darussalam,2023-07,5108
Brunei Darussalam,2023-08,6214
Brunei Darussalam,2023-09,4502
Brunei Darussalam,2023-10,4390
Brunei Darussalam,2023-11,4799
Brunei Darussalam,2023-12,9281
Brunei Darussalam,2024-01,5215
Brunei Darussalam,2024-02,4582
Brunei Darussalam,2024-03,4779
Brunei Darussalam,2024-04,4844
Brunei Darussalam,2024-05,3857
Brunei Darussalam,2024-06,3711
Brunei Darussalam,2024-07,4401
Brunei Darussalam,2024-08,5679
Brunei Darussalam,2024-09,3968
Brunei Darussalam,2024-10,3959
Brunei Darussalam,2024-11,4500
Brunei Darussalam,2024-12,8439
Brunei Darussalam,2025-01,4535
Brunei Darussalam,2025-02,3766
Brunei Darussalam,2025-03,4435
Brunei Darussalam,2025-04,4107
Brunei Darussalam,2025-05,4395
Brunei Darussalam,2025-06,4591
Brunei Darussalam,2025-07,4123
Brunei Darussalam,2025-08,5475
Brunei Darussalam,2025-09,3895
Brunei Darussalam,2025-10,3946
Brunei Darussalam,2025-11,4614
Brunei Darussalam,2025-12,8243
Brunei Darussalam,2026-01,4244
Canada,2008-01,8760
Canada,2008-02,7661
Canada,2008-03,8239
Canada,2008-04,6058
Canada,2008-05,5699
Canada,2008-06,5078
Canada,2008-07,6838
Canada,2008-08,6026
Canada,2008-09,4273
Canada,2008-10,6708
Canada,2008-11,7040
Canada,2008-12,7664
Canada,2009-01,7121
Canada,2009-02,6443
Canada,2009-03,7104
Canada,2009-04,5866
Canada,2009-05,4956
Canada,2009-06,4495
Canada,2009-07,5732
Canada,2009-08,5623
Canada,2009-09,3761
Canada,2009-10,5752
Canada,2009-11,6391
Canada,2009-12,6790
Canada,2010-01,6860
Canada,2010-02,6424
Canada,2010-03,7048
Canada,2010-04,6734
Canada,2010-05,5457
Canada,2010-06,4969
Canada,2010-07,6646
Canada,2010-08,6397
Canada,2010-09,4337
Canada,2010-10,6161
Canada,2010-11,6485
Canada,2010-12,7624
Canada,2011-01,7897
Canada,2011-02,6898
Canada,2011-03,9415
Canada,2011-04,7163
Canada,2011-05,6116
Canada,2011-06,5125
Canada,2011-07,7098
Canada,2011-08,6399
Canada,2011-09,4554
Canada,2011-10,6814
Canada,2011-11,7843
Canada,2011-12,7610
Canada,2012-01,8495
Canada,2012-02,8303
Canada,2012-03,9930
Canada,2012-04,7294
Canada,2012-05,6166
Canada,2012-06,5356
Canada,2012-07,7346
Canada,2012-08,6454
Canada,2012-09,4858
Canada,2012-10,7002
Canada,2012-11,7659
Canada,2012-12,8932
Canada,2013-01,9798
Canada,2013-02,8995
Canada,2013-03,9635
Canada,2013-04,7769
Canada,2013-05,6699
Canada,2013-06,5748
Canada,2013-07,7401
Canada,2013-08,7008
Canada,2013-09,4937
Canada,2013-10,7158
Canada,2013-11,8000
Canada,2013-12,9537
Canada,2014-01,10317
Canada,2014-02,10118
Canada,2014-03,10905
Canada,2014-04,6861
Canada,2014-05,6803
Canada,2014-06,5516
Canada,2014-07,7052
Canada,2014-08,6641
Canada,2014-09,5022
Canada,2014-10,6696
Canada,2014-11,7662
Canada,2014-12,9234
Canada,2015-01,10875
Canada,2015-02,9915
Canada,2015-03,10515
Canada,2015-04,7086
Canada,2015-05,6637
Canada,2015-06,5914
Canada,2015-07,6984
Canada,2015-08,6734
Canada,2015-09,5196
Canada,2015-10,7858
Canada,2015-11,8581
Canada,2015-12,9952
Canada,2016-01,11209
Canada,2016-02,10558
Canada,2016-03,10517
Canada,2016-04,7598
Canada,2016-05,7211
Canada,2016-06,5360
Canada,2016-07,7547
Canada,2016-08,6896
Canada,2016-09,5257
Canada,2016-10,7170
Canada,2016-11,9104
Canada,2016-12,10047
Canada,2017-01,11225
Canada,2017-02,11213
Canada,2017-03,11493
Canada,2017-04,7684
Canada,2017-05,7617
Canada,2017-06,6217
Canada,2017-07,7924
Canada,2017-08,7808
Canada,2017-09,5999
Canada,2017-10,7388
Canada,2017-11,10203
Canada,2017-12,10443
Canada,2018-01,13482
Canada,2018-02,13438
Canada,2018-03,14317
Canada,2018-04,10655
Canada,2018-05,9354
Canada,2018-06,6964
Canada,2018-07,9182
Canada,2018-08,9887
Canada,2018-09,7669
Canada,2018-10,8923
Canada,2018-11,12031
Canada,2018-12,13614
Canada,2019-01,14958
Canada,2019-02,13833
Canada,2019-03,15968
Canada,2019-04,11429
Canada,2019-05,11015
Canada,2019-06,7436
Canada,2019-07,10260
Canada,2019-08,11130
Canada,2019-09,7996
Canada,2019-10,8869
Canada,2019-11,11355
Canada,2019-12,14314
Canada,2020-01,15044
Canada,2020-02,9146
Canada,2020-03,2414
Canada,2020-04,0
Canada,2020-05,0
Canada,2020-06,10
Canada,2020-07,49
Canada,2020-08,39
Canada,2020-09,45
Canada,2020-10,47
Canada,2020-11,62
Canada,2020-12,71
Canada,2021-01,87
Canada,2021-02,76
Canada,2021-03,77
Canada,2021-04,50
Canada,2021-05,27
Canada,2021-06,14
Canada,2021-07,53
Canada,2021-08,72
Canada,2021-09,139
Canada,2021-10,121
Canada,2021-11,229
Canada,2021-12,743
Canada,2022-01,469
Canada,2022-02,545
Canada,2022-03,871
Canada,2022-04,2004
Canada,2022-05,3604
Canada,2022-06,3651
Canada,2022-07,5268
Canada,2022-08,6116
Canada,2022-09,6594
Canada,2022-10,7217
Canada,2022-11,9638
Canada,2022-12,9047
Canada,2023-01,11207
Canada,2023-02,13407
Canada,2023-03,12626
Canada,2023-04,9428
Canada,2023-05,12592
Canada,2023-06,6664
Canada,2023-07,9770
Canada,2023-08,9877
Canada,2023-09,8407
Canada,2023-10,9006
Canada,2023-11,13173
Canada,2023-12,10998
Canada,2024-01,12878
Canada,2024-02,12948
Canada,2024-03,12439
Canada,2024-04,11325
Canada,2024-05,11155
Canada,2024-06,7987
Canada,2024-07,10894
Canada,2024-08,10796
Canada,2024-09,9230
Canada,2024-10,11402
Canada,2024-11,14791
Canada,2024-12,12839
Canada,2025-01,16855
Canada,2025-02,16299
Canada,2025-03,17576
Canada,2025-04,11702
Canada,2025-05,10765
Canada,2025-06,7461
Canada,2025-07,11657
Canada,2025-08,11370
Canada,2025-09,8992
Canada,2025-10,11814
Canada,2025-11,14503
Canada,2025-12,14791
Canada,2026-01,17774
China,2008-01,108486
China,2008-02,121031
China,2008-03,98180
China,2008-04,107639
China,2008-05,86785
China,2008-06,70565
China,2008-07,105528
China,2008-08,91325
China,2008-09,66582
China,2008-10,76836
China,2008-11,79096
China,2008-12,66689
China,2009-01,105144
China,2009-02,80037
China,2009-03,91275
China,2009-04,86525
China,2009-05,52058
China,2009-06,41650
China,2009-07,72326
China,2009-08,86530
China,2009-09,59588
China,2009-10,83273
China,2009-11,90358
China,2009-12,87983
China,2010-01,98918
China,2010-02,143050
China,2010-03,88038
China,2010-04,91702
China,2010-05,71636
China,2010-06,69081
China,2010-07,117778
China,2010-08,130593
China,2010-09,74457
China,2010-10,92627
China,2010-11,94035
China,2010-12,99578
China,2011-01,132040
China,2011-02,149941
China,2011-03,129749
China,2011-04,131797
China,2011-05,110920
China,2011-06,103335
China,2011-07,183862
China,2011-08,183890
China,2011-09,104211
China,2011-10,133563
China,2011-11,100824
China,2011-12,113390
China,2012-01,201742
China,2012-02,158002
China,2012-03,182348
China,2012-04,173543
China,2012-05,139946
China,2012-06,122630
China,2012-07,201652
China,2012-08,206734
China,2012-09,128830
China,2012-10,170529
China,2012-11,177112
China,2012-12,171109
China,2013-01,189107
China,2013-02,252958
China,2013-03,205790
China,2013-04,227870
China,2013-05,198429
China,2013-06,166890
China,2013-07,248635
China,2013-08,242256
China,2013-09,179130
China,2013-10,117955
China,2013-11,119618
China,2013-12,121232
China,2014-01,188237
China,2014-02,203600
China,2014-03,165642
China,2014-04,126507
China,2014-05,95987
China,2014-06,91485
China,2014-07,180653
China,2014-08,174150
China,2014-09,105780
China,2014-10,133993
China,2014-11,131731
China,2014-12,124615
China,2015-01,140548
China,2015-02,238011
China,2015-03,130827
China,2015-04,153784
China,2015-05,141375
China,2015-06,144533
China,2015-07,246819
China,2015-08,267122
China,2015-09,149929
China,2015-10,165649
China,2015-11,158736
China,2015-12,168831
China,2016-01,229150
China,2016-02,277926
China,2016-03,241230
China,2016-04,269560
China,2016-05,234089
China,2016-06,221614
China,2016-07,311124
China,2016-08,315548
China,2016-09,170204
China,2016-10,173185
China,2016-11,193984
China,2016-12,226020
China,2017-01,316805
China,2017-02,268993
China,2017-03,264711
China,2017-04,252135
China,2017-05,232361
China,2017-06,218118
China,2017-07,349654
China,2017-08,357287
China,2017-09,226978
China,2017-10,245755
China,2017-11,251096
China,2017-12,244241
China,2018-01,291208
China,2018-02,366616
China,2018-03,274879
China,2018-04,291119
China,2018-05,264802
China,2018-06,242118
China,2018-07,361019
China,2018-08,380108
China,2018-09,239824
China,2018-10,247664
China,2018-11,220053
China,2018-12,238194
China,2019-01,320581
China,2019-02,339550
China,2019-03,300209
China,2019-04,302098
China,2019-05,283445
China,2019-06,266107
China,2019-07,389503
China,2019-08,397070
China,2019-09,248568
China,2019-10,258611
China,2019-11,248636
China,2019-12,272742
China,2020-01,329047
China,2020-02,6222
China,2020-03,1488
China,2020-04,18
China,2020-05,23
China,2020-06,118
China,2020-07,958
China,2020-08,2163
China,2020-09,2422
China,2020-10,3169
China,2020-11,4007
China,2020-12,7657
China,2021-01,6599
China,2021-02,4498
China,2021-03,8892
China,2021-04,9056
China,2021-05,7388
China,2021-06,6983
China,2021-07,12669
China,2021-08,8907
China,2021-09,8952
China,2021-10,6065
China,2021-11,3479
China,2021-12,4764
China,2022-01,4361
China,2022-02,3823
China,2022-03,4131
China,2022-04,5048
China,2022-05,7150
China,2022-06,10191
China,2022-07,16622
China,2022-08,14735
China,2022-09,14127
China,2022-10,14971
China,2022-11,16024
China,2022-12,19685
China,2023-01,28375
China,2023-02,35312
China,2023-03,60888
China,2023-04,90725
China,2023-05,95613
China,2023-06,113290
China,2023-07,231331
China,2023-08,215442
China,2023-09,135677
China,2023-10,122765
China,2023-11,104347
China,2023-12,130156
China,2024-01,211178
China,2024-02,326900
China,2024-03,247658
China,2024-04,220435
China,2024-05,222335
China,2024-06,217656
China,2024-07,412951
China,2024-08,403138
China,2024-09,217205
China,2024-10,234528
China,2024-11,174751
China,2024-12,193483
China,2025-01,376481
China,2025-02,267974
China,2025-03,187036
China,2025-04,207505
China,2025-05,242013
China,2025-06,197185
China,2025-07,414488
China,2025-08,398206
China,2025-09,207028
China,2025-10,226010
China,2025-11,203531
China,2025-12,172688
China,2026-01,271953
Denmark,2008-01,3348
Denmark,2008-02,3992
Denmark,2008-03,3720
Denmark,2008-04,2454
Denmark,2008-05,1915
Denmark,2008-06,2003
Denmark,2008-07,3121
Denmark,2008-08,2056
Denmark,2008-09,1966
Denmark,2008-10,2775
Denmark,2008-11,2507
Denmark,2008-12,2459
Denmark,2009-01,3373
Denmark,2009-02,3415
Denmark,2009-03,2949
Denmark,2009-04,2511
Denmark,2009-05,1682
Denmark,2009-06,1803
Denmark,2009-07,3007
Denmark,2009-08,1885
Denmark,2009-09,1940
Denmark,2009-10,2795
Denmark,2009-11,2811
Denmark,2009-12,2400
Denmark,2010-01,3453
Denmark,2010-02,3786
Denmark,2010-03,3584
Denmark,2010-04,2345
Denmark,2010-05,1666
Denmark,2010-06,1820
Denmark,2010-07,2934
Denmark,2010-08,1832
Denmark,2010-09,1590
Denmark,2010-10,2451
Denmark,2010-11,2266
Denmark,2010-12,1908
Denmark,2011-01,2868
Denmark,2011-02,3188
Denmark,2011-03,2723
Denmark,2011-04,2307
Denmark,2011-05,1467
Denmark,2011-06,1578
Denmark,2011-07,3064
Denmark,2011-08,1595
Denmark,2011-09,1659
Denmark,2011-10,2241
Denmark,2011-11,2279
Denmark,2011-12,2232
Denmark,2012-01,3250
Denmark,2012-02,4261
Denmark,2012-03,3557
Denmark,2012-04,2660
Denmark,2012-05,1644
Denmark,2012-06,1801
Denmark,2012-07,3359
Denmark,2012-08,1864
Denmark,2012-09,1885
Denmark,2012-10,2517
Denmark,2012-11,2290
Denmark,2012-12,2391
Denmark,2013-01,3745
Denmark,2013-02,3673
Denmark,2013-03,3545
Denmark,2013-04,2149
Denmark,2013-05,1691
Denmark,2013-06,1868
Denmark,2013-07,3672
Denmark,2013-08,1995
Denmark,2013-09,1964
Denmark,2013-10,2877
Denmark,2013-11,2345
Denmark,2013-12,2396
Denmark,2014-01,3717
Denmark,2014-02,3860
Denmark,2014-03,3234
Denmark,2014-04,2649
Denmark,2014-05,1624
Denmark,2014-06,1653
Denmark,2014-07,3293
Denmark,2014-08,2052
Denmark,2014-09,2199
Denmark,2014-10,2754
Denmark,2014-11,2372
Denmark,2014-12,2485
Denmark,2015-01,3440
Denmark,2015-02,3634
Denmark,2015-03,3246
Denmark,2015-04,2301
Denmark,2015-05,1642
Denmark,2015-06,1635
Denmark,2015-07,3786
Denmark,2015-08,2161
Denmark,2015-09,1974
Denmark,2015-10,2590
Denmark,2015-11,2656
Denmark,2015-12,2324
Denmark,2016-01,3833
Denmark,2016-02,3988
Denmark,2016-03,3441
Denmark,2016-04,2273
Denmark,2016-05,1618
Denmark,2016-06,1515
Denmark,2016-07,3506
Denmark,2016-08,1940
Denmark,2016-09,1891
Denmark,2016-10,2795
Denmark,2016-11,2273
Denmark,2016-12,2173
Denmark,2017-01,3364
Denmark,2017-02,4099
Denmark,2017-03,3182
Denmark,2017-04,2977
Denmark,2017-05,1671
Denmark,2017-06,1685
Denmark,2017-07,4278
Denmark,2017-08,2321
Denmark,2017-09,2152
